water_type,wavelength_nm,quantity,value_per_m,unit,status,note
III,637,b,0.273,1/m,ok,
III,638,a,0.326,1/m,ok,
III,638,b,0.272,1/m,ok,
III,639,a,0.328,1/m,ok,
III,639,b,0.272,1/m,ok,
III,640,a,0.33,1/m,ok,
III,640,b,0.272,1/m,ok,
III,641,a,0.331,1/m,ok,
III,641,b,0.272,1/m,ok,
III,642,a,0.333,1/m,ok,
III,642,b,0.272,1/m,ok,
III,643,a,0.335,1/m,ok,
III,643,b,0.272,1/m,ok,
III,644,a,0.337,1/m,ok,
III,644,b,0.271,1/m,ok,
III,645,a,0.339,1/m,ok,
III,645,b,0.271,1/m,ok,
III,646,a,0.341,1/m,ok,
III,646,b,0.271,1/m,ok,
III,647,a,0.343,1/m,ok,
III,647,b,0.271,1/m,ok,
III,648,a,0.345,1/m,ok,
III,648,b,0.271,1/m,ok,
III,649,a,0.348,1/m,ok,
III,649,b,0.271,1/m,ok,
III,650,a,0.351,1/m,ok,
III,650,b,0.271,1/m,ok,
III,651,a,0.353,1/m,ok,
III,651,b,0.27,1/m,ok,
III,652,a,0.356,1/m,ok,
III,652,b,0.27,1/m,ok,
III,653,a,0.359,1/m,ok,
III,653,b,0.27,1/m,ok,
III,654,a,0.362,1/m,ok,
III,654,b,0.27,1/m,ok,
III,655,a,0.367,1/m,ok,
III,655,b,0.27,1/m,ok,
III,656,a,0.372,1/m,ok,
III,656,b,0.27,1/m,ok,
III,657,a,0.379,1/m,ok,
III,657,b,0.27,1/m,ok,
III,658,a,0.385,1/m,ok,
III,658,b,0.27,1/m,ok,
III,659,a,0.394,1/m,ok,
III,659,b,0.269,1/m,ok,
III,660,a,0.402,1/m,ok,
III,660,b,0.269,1/m,ok,
III,661,a,0.41,1/m,ok,
III,661,b,0.269,1/m,ok,
III,662,a,0.418,1/m,ok,
III,662,b,0.269,1/m,ok,
III,663,a,0.424,1/m,ok,
III,663,b,0.269,1/m,ok,
III,664,a,0.429,1/m,ok,
III,664,b,0.269,1/m,ok,
III,665,a,0.433,1/m,ok,
III,665,b,0.269,1/m,ok,
III,666,a,0.437,1/m,ok,
III,666,b,0.268,1/m,ok,
III,667,a,0.439,1/m,ok,
III,667,b,0.268,1/m,ok,
III,668,a,0.441,1/m,ok,
III,668,b,0.268,1/m,ok,
III,669,a,0.443,1/m,ok,
III,669,b,0.268,1/m,ok,
III,670,a,0.445,1/m,ok,
III,670,b,0.268,1/m,ok,
III,671,a,0.447,1/m,ok,
III,671,b,0.268,1/m,ok,
III,672,a,0.449,1/m,ok,
III,672,b,0.268,1/m,ok,
III,673,a,0.45,1/m,ok,
III,673,b,0.267,1/m,ok,
III,674,a,0.451,1/m,ok,
III,674,b,0.267,1/m,ok,
III,675,a,0.454,1/m,ok,
III,675,b,0.267,1/m,ok,
III,676,a,0.456,1/m,ok,
III,676,b,0.267,1/m,ok,
III,677,a,0.458,1/m,ok,
III,677,b,0.267,1/m,ok,
III,678,a,0.459,1/m,ok,
III,678,b,0.267,1/m,ok,
III,679,a,0.461,1/m,ok,
III,679,b,0.267,1/m,ok,
III,680,a,0.462,1/m,ok,
III,680,b,0.267,1/m,ok,
III,681,a,0.464,1/m,ok,
III,681,b,0.266,1/m,ok,
III,682,a,0.466,1/m,ok,
III,682,b,0.266,1/m,ok,
III,683,a,0.469,1/m,ok,
III,683,b,0.266,1/m,ok,
III,684,a,0.471,1/m,ok,
III,684,b,0.266,1/m,ok,
III,685,a,0.474,1/m,ok,
III,685,b,0.266,1/m,ok,
III,686,a,0.476,1/m,ok,
III,686,b,0.266,1/m,ok,
III,687,a,0.48,1/m,ok,
III,687,b,0.266,1/m,ok,
III,688,a,0.483,1/m,ok,
III,688,b,0.265,1/m,ok,
III,689,a,0.488,1/m,ok,
III,689,b,0.265,1/m,ok,
III,690,a,0.492,1/m,ok,
III,690,b,0.265,1/m,ok,
III,691,a,0.498,1/m,ok,
III,691,b,0.265,1/m,ok,
III,692,a,0.504,1/m,ok,
III,692,b,0.265,1/m,ok,
III,693,a,0.512,1/m,ok,
III,693,b,0.265,1/m,ok,
III,694,a,0.519,1/m,ok,
III,694,b,0.265,1/m,ok,
III,695,a,0.527,1/m,ok,
III,695,b,0.265,1/m,ok,
III,696,a,0.535,1/m,ok,
III,696,b,0.264,1/m,ok,
III,697,a,0.546,1/m,ok,
III,697,b,0.264,1/m,ok,
III,698,a,0.556,1/m,ok,
III,698,b,0.264,1/m,ok,
III,699,a,0.568,1/m,ok,
III,699,b,0.264,1/m,ok,
III,700,a,0.581,1/m,ok,
III,700,b,0.264,1/m,ok,
III,701,a,0.594,1/m,ok,
III,701,b,0.264,1/m,ok,
III,702,a,0.607,1/m,ok,
III,702,b,0.264,1/m,ok,
III,703,a,0.622,1/m,ok,
III,703,b,0.264,1/m,ok,
III,704,a,0.637,1/m,ok,
III,704,b,0.263,1/m,ok,
III,705,a,0.653,1/m,ok,
III,705,b,0.263,1/m,ok,
III,706,a,0.669,1/m,ok,
III,706,b,0.263,1/m,ok,
III,707,a,0.686,1/m,ok,
III,707,b,0.263,1/m,ok,
III,708,a,0.704,1/m,ok,
III,708,b,0.263,1/m,ok,
III,709,a,0.725,1/m,ok,
III,709,b,0.263,1/m,ok,
III,710,a,0.746,1/m,ok,
III,710,b,0.263,1/m,ok,
III,711,a,0.769,1/m,ok,
III,711,b,0.263,1/m,ok,
III,712,a,0.793,1/m,ok,
III,712,b,0.262,1/m,ok,
III,713,a,0.82,1/m,ok,
III,713,b,0.262,1/m,ok,
III,714,a,0.847,1/m,ok,
III,714,b,0.262,1/m,ok,
III,715,a,0.88,1/m,ok,
III,715,b,0.262,1/m,ok,
III,716,a,0.913,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,716,b,0.262,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,717,a,0.951,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,717,b,0.262,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,718,a,0.989,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,718,b,0.262,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,719,a,1.03,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,719,b,0.262,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,720,a,1.07,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,720,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,721,a,1.12,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,721,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,722,a,1.17,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,722,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,723,a,1.22,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,723,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,724,a,1.27,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,724,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,725,a,1.32,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,725,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,726,a,1.37,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,726,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,727,a,1.43,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,727,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,728,a,1.49,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,728,b,0.261,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,729,a,1.56,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,729,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,730,a,1.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,730,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,731,a,1.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,731,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,732,a,1.79,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,732,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,733,a,1.89,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,733,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,734,a,1.99,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,734,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,735,a,2.1,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,735,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,736,a,2.21,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,736,b,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,737,a,2.3,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,737,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,738,a,2.4,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,738,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,739,a,2.46,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,739,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,740,a,2.53,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,740,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,741,a,2.58,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,741,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,742,a,2.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,742,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,743,a,2.65,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,743,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,744,a,2.67,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,744,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,745,a,2.69,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,745,b,0.259,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,746,a,2.7,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,746,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,747,a,2.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,747,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,748,a,2.72,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,748,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,749,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,749,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,750,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,750,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,751,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,751,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,752,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,752,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,753,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,753,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,754,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,754,b,0.258,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,755,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,755,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,756,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,756,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,757,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,757,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,758,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,758,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,759,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,759,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,760,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,760,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,761,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,761,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,762,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,762,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,763,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,763,b,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,764,a,2.78,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,764,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,765,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,765,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,766,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,766,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,767,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,767,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,768,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,768,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,769,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,769,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,770,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,770,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,771,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,771,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,772,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,772,b,0.256,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,773,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,773,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,774,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,774,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,775,a,2.72,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,775,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,776,a,2.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,776,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,777,a,2.7,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,777,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,778,a,2.69,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,778,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,779,a,2.68,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,779,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,780,a,2.66,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,780,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,781,a,2.65,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,781,b,0.255,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,782,a,2.63,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,782,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,783,a,2.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,783,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,784,a,2.61,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,784,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,785,a,2.59,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,785,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,786,a,2.57,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,786,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,787,a,2.55,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,787,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,788,a,2.53,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,788,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,789,a,2.51,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,789,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,790,a,2.49,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,790,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,791,a,2.47,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,791,b,0.254,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,792,a,2.45,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,792,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,793,a,2.43,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,793,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,794,a,2.41,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,794,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,795,a,2.39,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,795,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,796,a,2.37,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,796,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,797,a,2.35,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,797,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,798,a,2.33,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,798,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,799,a,2.31,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,799,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,800,a,2.29,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,800,b,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,300,a,0.566,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,300,b,0.531,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,301,a,0.561,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,301,b,0.53,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,302,a,0.557,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,302,b,0.529,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,303,a,0.552,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,303,b,0.528,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,304,a,0.548,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,304,b,0.527,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,305,a,0.543,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,305,b,0.527,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,306,a,0.538,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,306,b,0.526,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,307,a,0.533,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,307,b,0.525,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,308,a,0.529,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,308,b,0.524,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,309,a,0.524,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,309,b,0.524,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,310,a,0.518,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,310,b,0.523,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,311,a,0.513,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,311,b,0.522,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,312,a,0.508,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,312,b,0.521,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,313,a,0.503,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,313,b,0.521,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,314,a,0.497,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,314,b,0.52,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,315,a,0.492,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,315,b,0.519,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,316,a,0.486,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,316,b,0.519,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,317,a,0.481,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,317,b,0.518,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,318,a,0.476,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,318,b,0.517,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,319,a,0.47,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,319,b,0.517,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,320,a,0.465,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,320,b,0.516,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,321,a,0.459,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,321,b,0.515,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,322,a,0.454,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,322,b,0.515,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,323,a,0.448,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,323,b,0.514,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,324,a,0.442,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,324,b,0.513,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,325,a,0.436,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,325,b,0.513,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,326,a,0.43,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,326,b,0.512,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,327,a,0.425,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
1C,327,b,0.511,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
